CODETEAM,PLAYER_ID,PLAYER
TTK,P011239,"ENOCH, STEVEN"
CLU,P005113,"STIPANOVIC, ANDRIJA"
CLU,P004862,"SEELEY, DENNIS"
TTK,P012056,"ADAMS, JALEN"
CLU,P010569,"EDDIE, JARELL"
TTK,P011925,"WALLACE, TYRONE"
TTK,P005000,"ULUBAY, OKBEN"
CLU,P012621,"JONES JR, BRYCE"
TTK,P009845,"SAV, TROY SELIM"
TTK,P012697,"MC DUFFIE, MARKIS"
TTK,P011834,"PALMER JR., JAMES"
CLU,P005373,"CATE, EMANUEL"
TTK,P006693,"SAYBIR, YIGITCAN"
CLU,P011801,"RICHARD, PATRICK"
TTK,P004801,"ULUSOY, ISMAIL CEM"
CLU,P005714,"MEJERIS, MAREKS"
CLU,P012620,"MACIUCA, MIHAI"
CLU,P012698,"MOKOKA, ADAM"
TTK,P000497,"YAGMUR, MEHMET"
TTK,P005685,"AKYEL, METEHAN"
BUD,P011935,"MAKOUNDOU, YOAN"
BUD,P012606,"WRIGHT IV, MCKINLEY"
LKB,P002012,"ORELIK, GEDIMINAS"
LKB,P006230,"POPOVIC, NIKOLA"
LKB,PLXI,"LIPKEVICIUS, VYTENIS"
BUD,P010248,"JONES, MARVIN"
BUD,P002740,"MIHAILOVIC, VLADIMIR"
BUD,P004945,"PAUL, BRANDON"
LKB,P007029,"SIRVYDIS, DEIVIDAS"
LKB,P004664,"VALINSKAS, PAULIUS"
LKB,P010461,"MALDUNAS, GABRIELIUS"
LKB,P005521,"VARNAS, MARTYNAS"
LKB,P008856,"SABECKIS, DONATAS"
BUD,P010432,"WILLIAMS, JACOREY"
BUD,P007398,"POPOVIC, PETAR"
BUD,P012630,"MAGEE, FLETCHER"
LKB,P012583,"HADZIBEGOVIC, ALEN"
BUD,P012605,"ROSS, COLBEY"
BUD,P004397,"JAGODIC-KURIDZA, MARKO"
BUD,P006561,"ILIC, ALEKSA"
BUD,P006566,"SLAVKOVIC, ANDRIJA"
CAN,P004160,"LANDESBERG, SYLVEN"
ARI,P012615,"SANOGO, SURTAN ISMAEL"
ARI,P012708,"GALLINAT, ROBERTO TREMAINE"
ARI,P012702,"SOUSA, SILVIO SAMUEL DE"
ARI,P012707,"CARR, MARCUS JOSHUA"
CAN,P003425,"ALBICY, ANDREW"
ARI,P003240,"BOCHORIDIS, ELEFTHERIOS"
CAN,P006588,"SHURNA, JOHN"
CAN,P010385,"LAMMERS, BEN"
CAN,P008121,"BRUSSINO, NICOLAS"
CAN,P007644,"PRKACIN, ROKO"
ARI,P012722,"SLAFTSAKIS, DIAMANTIS"
ARI,P004292,"TOLIOPOULOS, VASSILIS"
CAN,P001607,"BASSAS, FERRAN"
CAN,P003637,"SLAUGHTER, AJ"
CAN,P005005,"SALVO, MIQUEL"
ARI,P002867,"KATSIVELIS, DIMITRIS"
ARI,P012717,"BLUMBERGS, ROBERTS"
ARI,P012716,"HARRELL JR, RONNIE LEE"
CAN,P010452,"PELOS, PIERRE"
CAN,P007560,"KLJAJIC, JOVAN"
CAN,P010484,"LOPEZ, RUBEN"
ARI,P012616,"FILLIOS, GEORGIOS"
ULM,P012604,"WILLIAMS , TREVION LAMON"
ULM,P010106,"NUNEZ, JUAN"
TRN,P009903,"BILIGHA, PAUL"
ULM,P012603,"FIGUEROA, LJ"
ULM,P010582,"KLEPEISZ, THOMAS"
TRN,P005059,"ALVITI, DAVIDE"
TRN,P012597,"BALDWIN, KAMAR"
ULM,P005422,"JALLOW, KARIM"
TRN,P005738,"GRAZULIS, ANDREJS"
TRN,P012595,"HUBB, PRENTISS"
TRN,P012593,"ELLIS, QUINN"
ULM,P011391,"ESSENGUE, NOA"
ULM,P012629,"MATHIAS, DAKOTA"
TRN,P012594,"STEPHENS, MYLES"
TRN,P001479,"UDOM, MATTIA"
ULM,P011457,"DADIET, PACOME"
ULM,P012703,"DE PAULA , GEORGINHO"
TRN,P012596,"COOKE JR, DEREK"
TRN,P006382,"FORRAY, TOTO"
ULM,P010726,"JENSEN, TOBIAS"
ULM,P007952,"BRETZEL, NICOLAS"
TRN,P007828,"CONTI, LUCA"
BES,P012622,"MITCHELL, MATTHEW"
PMT,P009559,"KELLY, RASHARD"
BES,P012233,"AKSU, YAGIZ"
BES,P012624,"OZBEK, ATA"
LJU,P001235,"KLOBUCAR, JAKA"
WOL,P006546,"TAYLOR, JEFFERY"
HTA,P011973,"ALEXANDER, KYLE"
WOL,P003212,"KARINIAUSKAS, VAIDAS"
HTA,P004267,"HOLLAND, JOHN"
WOL,PLCT,"JUSKEVICIUS, ADAS"
VNC,P000968,"DE NICOLAO, ANDREA"
HAM,P010070,"MOELLER, LEIF"
HAM,P012695,"REECE, CAMRON"
CAN,P009864,"HAPP, ETHAN"
ULM,P004744,"MATIC, ANDRIJA"
LKB,P006901,"SLAVINSKAS, DZIUGAS"
LKB,P010190,"LELEVICIUS, LIUTAURAS"
LKB,P011329,"STUKNYS, NIKAS"
BUD,P009214,"GRBOVIC, ANDRIJA"
WRO,P012749,"BRYANT JR, JAMONDA"
LLI,P009672,"DEKKER, SAM"
PMT,P011946,"PETROV, VIACHESLAV"
PRS,P009556,"NGOUAMA, MEHDY"
PRS,P012612,"SHAHRVIN, ENZO"
VNC,P008052,"WILTJER, KYLE"
JOV,P010708,"PREY, RUBEN"
BOU,P000498,"ROWLAND, EARL"
BOU,P012755,"SOW, MOULAYE"
WRO,P011165,"KOLENDA, LUKASZ"
WRO,P011902,"ADAMCZAK, MIKOLAJ"
ARI,P010387,"PERSIDIS, NIKOLAOS"
ULM,P012066,"LANGENFELD, MAXIMILIAN"
ULM,P012602,"ANIGBATA , ALEC"
LJU,P002661,"PREPELIC, KLEMEN"
VNC,P012588,"JANELIDZE, GIGA"
ULM,P006997,"HERKENHOFF, PHILIPP"
WRO,P011901,"WISNIEWSKI, ALEKSANDER"
ARI,P012760,"BANKSTON, KRISTEON LAMAR"
LLI,P003850,"GUSTYS, ROKAS"
LLI,P008274,"QUEELEY, KAREEM"
JOV,P009572,"CHERY, KENNY"
JOV,P012349,"RUZIC, MICHAEL"
WRO,P011278,"SITNIK, MICHAL"
LJU,P009392,"RADOVIC, ROK"
BES,P005348,"ARNA, EGEHAN"
TTK,P011975,"GULER, BORAN"
WRO,P012010,"MCCULLUM, KENDALE"
BOU,P012617,"LEWIS, JEQUAN"
CLU,P010997,"LAPUSTE, DAVID"
CLU,P011907,"ROSCHNAFSKY, EDUARD"
LKB,P004868,"BIRCEVIC, STEFAN"
PMT,P010549,"GRAY, ROB"
LLI,P012584,"SANDY, CIARAN"
JOV,P012780,"COOK, TYLER CALVIN"
LJU,P003042,"MAHALBASIC, RASID"
VNC,P012493,"IANNUZZI, PIETRO"
TRN,P012687,"NIANG, SALIOU"
ARI,P010177,"KALOGIROS, ANDREAS"
WRO,P007472,"HLEBOWICKI, OSKAR"
PMT,P011942,"CLAVELL, GIAN"
PRS,P011232,"SIMON, JUSTIN"
WOL,P012789,"BROOKS, GARRISON"
WRO,P012601,"VOINALOVYCH, ANDRII"
BOU,P012618,"MASSA, BODIAN"
BUD,P011281,"FERRELL, YOGI"
BES,P011924,"ALLMAN, KYLE"
TTK,P012771,"LIF, ERIM"
HTA,P012793,"HILLEL, DANIEL"
ARI,P012792,"STARK, JONATHAN"
TTK,P011978,"BICER, ATAKAN"
HTA,P012794,"WELLS, DEZMINE"
LKB,P009898,"BICKAUSKIS, DOVIS"
TTK,P010477,"BROWN, BRANDON"
ARI,P012638,"KAZAMIAS, VASILLIS"
BUD,P005637,"TANASKOVIC, NIKOLA"
BUD,P008325,"KAMENJAS, KENAN"
PMT,P002691,"LUKASHOV, DENYS"
PMT,P005301,"KENNEDY, DJ"
HTA,P007867,"CUMMINGS, WILL"
LLI,P012797,"NWABA, DAVID"
HAM,P012696,"BOM, NOE"
VNC,P012796,"TSHIMANGA KABENGELE, MFIONDU"
BES,P012711,"SIMONOVIC, MARKO"
LJU,P003514,"DRAGIC, ZORAN"
WRO,P012094,"KLASSEN, MAREK"
TTK,P006883,"JONES, JARROD"
CAN,P004466,"GEGIC, AMAR"
VNC,P012259,"HEIDEGGER, MAX"
JOV,P010677,"EVANS, SHANNON"
LJU,P010912,"TODOROVIC, VUKASIN"
TTK,P011272,"DOGAN, MELIH"
VNC,P012290,"VANIN, LORENZO"
BUD,P010389,"FREEMAN, ALLERIK"
ULM,P011188,"CHRISTEN, ROBIN"
ULM,P012704,"SISOHO JAWARA , SEIKOU"
