RANK,CODETEAM,PLAYER,NUMBER,PLAYER_ID,NB_GAME,TIME_ON,PER,IRS,NOTE
131,LKB,"VASILIAUSKAS, GRANTAS",18,P006212,4,49.54,14.1,2.0,74.7
132,BUD,"TANASKOVIC, NIKOLA",10,P005637,8,168.38,25.7,1.98,74.6
133,TRN,"BAYEHE, JORDAN",26,P006724,8,142.8,23.9,2.0,74.6
134,CAN,"CONDITT IV, GEORGE",4,P012016,8,139.42,23.45,1.99,74.6
135,ULM,"SANTOS, MARCIO",3,P013289,7,100.53,20.0,1.99,74.6
136,HAM,"REECE, CAMRON",14,P012695,7,94.34,19.1,1.97,74.6
137,LJU,"NIKOLIC, ALEKSEJ",5,P003703,8,195.82,27.3,1.95,74.5
138,BOU,"PAUL, BRANDON",33,P004945,7,89.55,18.5,1.96,74.5
139,TTK,"AKPINAR, ISMET",5,P004056,8,92.15,18.5,1.93,74.5
140,VNC,"MUNFORD, XAVIER",5,P007759,1,29.05,10.35,1.92,74.5
141,TTK,"BESS, JAVON",20,P013300,8,197.97,26.8,1.9,74.4
142,ARI,"HODGE, D' MOI",55,P013253,5,106.6,19.75,1.91,74.4
143,VNC,"PARKS, JORDAN",22,P011909,5,116.82,19.9,1.84,74.3
144,JER,"SMITH, JUSTIN",0,P013276,5,100.02,18.7,1.87,74.3
145,LJU,"STEWART, DJ",0,P012700,8,197.8,25.5,1.81,74.2
146,ARI,"BOCHORIDIS, ELEFTHERIOS",13,P003240,7,149.88,22.1,1.81,74.2
147,ARI,"BANKS, JAMES",1,P013248,8,87.02,17.0,1.82,74.2
148,BES,"ALLMAN, KYLE",0,P011924,8,180.08,23.8,1.77,74.1
149,LJU,"OGBEIDE, DEREK",37,P013263,5,48.12,12.3,1.77,74.1
150,HAM,"OGBE, KENNETH",25,P003242,8,189.97,24.15,1.75,74.0
151,TSO,"WITLINSKI, MIKOLAJ",12,P008790,8,142.56,20.7,1.73,74.0
152,LKB,"KALAITZAKIS, GEORGIOS",16,P006586,6,125.22,19.65,1.76,74.0
153,HTA,"BLAKENEY, ANTONIO",2,P013402,2,37.57,10.6,1.73,74.0
154,LKB,"KOVLIAR, OLEKSANDR",50,P013247,6,138.3,20.2,1.72,73.9
155,CAN,"ALOCEN, CARLOS",12,P010623,8,129.97,19.25,1.69,73.9
156,TSO,"VAN VLIET, ANDY",81,P003885,6,112.89,18.25,1.72,73.9
157,PAM,"FILIPOVIC, GORAN",18,P004548,3,30.17,9.35,1.7,73.9
158,LKB,"VARNAS, MARTYNAS",13,P005521,7,157.64,20.6,1.64,73.8
159,CLU,"MEJERIS, MAREKS",5,P005714,8,139.38,19.6,1.66,73.8
160,TRN,"NIANG, SALIOU",7,P012687,8,126.41,18.85,1.68,73.8
161,JER,"CARRINGTON, KHADEEN",3,P008912,5,117.5,17.8,1.64,73.8
162,JOV,"PUSTOVYI, ARTEM",13,P004834,8,135.43,18.9,1.62,73.7
163,CLU,"HERVEY, KEVIN",1,P010651,7,131.4,17.95,1.57,73.6
164,VNC,"TESSITORI,  AMEDEO",0,P003759,7,105.12,16.35,1.59,73.6
165,LKB,"BICKAUSKIS, DOVIS",2,P009898,7,142.62,18.1,1.52,73.4
166,HAM,"BARNETT, JORDAN",21,P013312,8,171.97,18.95,1.45,73.3
167,JER,"CHACHASHVILI, GABRIEL",7,P013279,8,146.9,17.75,1.46,73.3
168,BUD,"ILIC, ALEKSA",2,P006561,7,86.4,13.05,1.4,73.2
169,ULM,"WEIDEMANN, NELSON",0,P006245,8,154.23,17.05,1.37,73.1
170,JOV,"KRAAG, YANNICK",1,P010161,8,151.68,15.65,1.27,72.8
171,CAN,"THOMASSON, JOE",32,P012095,8,146.65,15.05,1.24,72.8
172,WOL,"MINIOTAS, REGIMANTAS",10,P004645,8,142.54,14.9,1.25,72.8
173,WOL,"TAYLOR, JEFFERY",44,P006546,6,127.02,14.1,1.25,72.8
174,ARI,"NOLLEY, LANDERS",2,P013249,6,139.35,14.35,1.22,72.7
175,CAN,"KLJAJIC, JOVAN",3,P007560,5,28.28,6.35,1.19,72.7
176,JER,"SMITH, KENNETH",44,P010587,6,163.95,15.05,1.18,72.6
177,BUD,"SLAVKOVIC, ANDRIJA",7,P006566,8,126.82,13.2,1.17,72.6
178,TRN,"FORRAY, TOTO",10,P006382,8,95.47,11.1,1.14,72.5
179,HTA,"BLAYZER, OZ",14,P009877,4,24.37,5.25,1.06,72.3
180,WOL,"BASLYK, DANIEL",9,P009306,2,14.05,3.85,1.03,72.2
181,ARI,"ALKINS, RAWLE",3,P013375,1,10.83,3.35,1.02,72.2
182,TRN,"CALE, MYLES",3,P013269,8,200.9,13.6,0.96,72.1
183,ULM,"ROBY , ISAIAH",15,P013291,7,128.34,10.95,0.97,72.1
184,TRN,"ELLIS, QUINN",1,P012593,8,199.96,12.95,0.92,72.0
185,PAM,"SESTINA, NATHAN",77,P011980,7,120.0,10.15,0.93,72.0
186,HAM,"TURUDIC, BENEDIKT",44,P006006,4,66.37,7.6,0.93,72.0
187,PAM,"HAPP, ETHAN",22,P009864,5,58.28,7.25,0.95,72.0
188,BES,"KONAN, KEREM",20,P011379,8,102.43,8.85,0.87,71.9
189,JER,"CORNELIUS, OR",80,P013281,8,97.46,8.6,0.87,71.9
190,HTA,"YAACOV, NOAM",31,P011386,5,62.75,6.95,0.88,71.9
191,VNC,"JANELIDZE, GIGA",14,P012588,2,26.88,4.45,0.86,71.8
192,CAN,"DIOP, MASSAMBA",35,P012165,1,5.95,2.05,0.84,71.8
193,TRN,"PECCHIA, ANDREA",6,P005438,8,152.23,10.05,0.81,71.7
194,JOV,"VIVES, GUILLEM",16,P002361,8,122.73,8.8,0.79,71.7
195,BUD,"OMIC, ALEN",24,P004222,6,79.88,7.2,0.81,71.7
196,ARI,"MANTZOUKAS, ELEFTHERIOS",72,P008084,3,79.86,6.75,0.76,71.6
197,BAH,"MUTAF, MAXIM",17,PLQV,1,3.28,1.35,0.74,71.5
198,TTK,"SMITH, KENNETH",44,P010587,1,21.85,3.3,0.71,71.4
199,BAH,"ARNA, EGEHAN",18,P005348,3,21.42,3.2,0.69,71.4
200,JOV,"BUSQUETS, PEP",3,P006771,7,78.47,5.7,0.64,71.3
201,JOV,"RIBAS, PAU",4,PJUG,7,73.48,4.6,0.54,71.0
202,HTA,"BENTIL, BENJAMIN",50,P009818,2,22.85,2.45,0.51,71.0
203,ULM,"JALLOW, KARIM",35,P005422,3,95.98,4.4,0.45,70.8
204,LKB,"MALDUNAS, GABRIELIUS",12,P010461,7,120.78,4.25,0.39,70.7
205,VNC,"FERNANDEZ, JUAN",8,P005177,6,88.8,3.5,0.37,70.6
206,VNC,"MORETTI, DAVIDE",9,P005404,8,188.68,4.0,0.29,70.4
207,CLU,"SEELEY, DENNIS",11,P004862,8,150.84,3.5,0.29,70.4
208,ULM,"BRETZEL, NICOLAS",13,P007952,7,60.68,2.1,0.27,70.4
209,JOV,"DEKKER, SAM",17,P009672,1,22.0,1.4,0.3,70.4
210,HAM,"HECKMANN, PATRICK",33,P006420,8,119.35,2.85,0.26,70.3
211,HAM,"TANGERMANN, MIKA",15,P012690,1,11.12,0.75,0.22,70.3
212,BUD,"JOVANOVIC, DORDIJE",13,P010307,5,47.32,1.25,0.18,70.1
213,LJU,"DANEU, ZIGA",41,P009431,5,60.76,1.25,0.16,70.1
214,ULM,"ANIGBATA , ALEC",21,P012602,5,56.93,1.25,0.17,70.1
215,JOV,"RUZIC, MICHAEL",23,P012349,4,58.46,0.75,0.1,69.9
216,TTK,"HANLAN, OLIVIER",21,P006598,8,155.57,0.4,0.03,69.8
217,JER,"DOVRAT, NOAM",8,P009879,6,92.13,0.4,0.04,69.8
218,BUD,"AZUBUIKE, UDOKA",27,P013259,3,19.52,0.15,0.03,69.8
219,HTA,"RUINA, MIRON",7,P013282,2,2.37,0.05,0.03,69.8
220,ULM,"JENSEN, TOBIAS",7,P010726,8,91.98,0.05,0.01,69.7
221,ARI,"LASZEWSKI, NATHAN JAMES",11,P013393,4,46.85,-0.1,-0.01,69.7
222,TTK,"TUNCA, MELIH",9,P012415,8,84.07,-1.0,-0.11,69.4
223,BUD,"DREZNJAK, MATEO",23,P013258,6,67.4,-1.15,-0.14,69.4
224,BES,"OZBEK, ATA",22,P012624,1,1.62,-0.2,-0.16,69.3
225,ARI,"POURLIDAS, VASSILIS",16,P013049,3,12.72,-0.55,-0.15,69.3
226,LJU,"GLAS, GREGOR",7,P011261,5,39.45,-1.35,-0.22,69.2
227,CLU,"RICHARD, PATRICK",35,P011801,5,63.37,-1.5,-0.19,69.2
228,WOL,"KARINIAUSKAS, VAIDAS",8,P003212,7,42.2,-1.7,-0.26,69.1
229,TTK,"AGVA, MAHIR",13,P004619,8,52.75,-1.8,-0.25,69.1
230,BAH,"BAS, GOKTUG",57,P008278,3,4.3,-0.9,-0.43,68.6
231,HAM,"WIMBERG, NIKLAS",17,P005478,2,38.35,-3.1,-0.5,68.5
232,BES,"AKSU, YAGIZ",10,P012233,1,2.4,-0.8,-0.52,68.4
233,BAH,"ILYASOGLU, OMERCAN",10,P008282,3,14.36,-2.3,-0.61,68.2
234,ULM,"KLEPEISZ, THOMAS",22,P010582,1,21.28,-3.05,-0.66,68.1
235,CLU,"MACIUCA, MIHAI",25,P012620,6,52.86,-4.6,-0.63,68.1
236,LJU,"GNJIDIC, LOVRO",19,P007641,2,11.06,-2.3,-0.69,68.0
237,TSO,"BEST, AARON",3,P012019,8,243.39,-10.65,-0.68,68.0
238,ULM,"MUELLER, JORDAN",5,P012172,1,5.42,-1.7,-0.73,67.9
239,HAM,"MOELLER, LEIF",6,P010070,8,100.87,-7.5,-0.75,67.9
240,CLU,"SOMACESCU, TUDOR",2,P013301,2,15.1,-2.95,-0.76,67.8
241,TSO,"MCGOWENS, ROBERT",5,P013293,8,142.92,-9.2,-0.77,67.8
242,ARI,"VISSARIOU, TILEMACHOS",17,P013395,3,32.43,-4.6,-0.81,67.7
243,VNC,"LEVER, ALESSANDRO",4,P006571,5,37.42,-4.9,-0.8,67.7
244,TTK,"HEIDEGGER, MAX",1,P012259,5,80.55,-7.1,-0.79,67.7
245,HAM,"GREY, JARED",8,P013310,4,24.98,-4.15,-0.83,67.6
246,ARI,"CHATZIDAKIS, EMMANOUIL",10,P013355,8,111.65,-9.0,-0.85,67.6
247,TTK,"TARLA, KAAN",38,P010811,2,1.05,-1.05,-1.02,67.2
248,PAM,"JONES, CHRIS",7,P010568,1,12.08,-3.6,-1.04,67.1
249,TRN,"HASSAN, PATRICK",68,P012242,1,6.78,-3.35,-1.29,66.5
250,LKB,"STENIONIS, DOMINYKAS",3,P010181,4,11.58,-4.9,-1.44,66.1
251,BAH,"HALTALI, FURKAN",7,P012405,7,59.22,-11.85,-1.54,65.9
252,TSO,"JANKOWSKI, BARTOSZ",0,P013292,7,30.02,-8.55,-1.56,65.8
253,LKB,"LAVRINOVICIUS, DANIELIUS",35,P006860,3,37.13,-9.55,-1.57,65.8
254,ARI,"KAZAMIAS, VASILLIS",7,P012638,2,20.83,-7.35,-1.61,65.7
255,HTA,"ANGOLA, BRAIAN",11,P010465,1,5.5,-4.05,-1.73,65.4
256,LJU,"PREPELIC, BINE",34,P013262,4,31.14,-9.85,-1.77,65.3
257,ARI,"CLAY, DONOVAN LA'NELL",14,P013360,5,34.47,-11.5,-1.96,64.9
258,JOV,"VAN DER VUURST, KEYE",6,P013286,6,47.92,-14.2,-2.05,64.6
259,ARI,"GKIOUZELIS, GEORGIOS",12,P013356,7,112.0,-21.65,-2.05,64.6
260,VNC,"CASARIN, DAVIDE",7,P009400,7,136.51,-33.95,-2.91,62.5
